label,seed,stop_probe_per_100steps,veh_reaction_prob,veh_reaction_delay_s,veh_miss_rate,veh_response_duration_steps,recovery_time_after_vehicle_s,move_direct_rate,iw_mean,iw_high_ratio,crossing_wait_s,stop_probe_after_landmark_rate,landmark_relief_effect,memory_retrieval_per_100steps,ref_loss_episodes_per_100steps,deprivation_mean,obstacle_hits_per_100steps,total_sim_time_s,total_steps,mech_net_priority_mean,mech_gate_rate,mech_looming_mean,mech_looming_duration,mech_sound_salience_mean,mech_veh_evidence_valid_rate,mech_risk_mean,mech_memory_active_rate,mech_retrieval_load_mean,mech_retrieval_load_p90,n_veh_onsets,n_lm_onsets,wall_s
SEEV_VALUE_SAFETY_WEIGHT|up,20260706,8.83049,0.28571,0.52500,0.71429,10.00000,6.03520,0.80611,3.18523,0.15341,197.04960,0.00000,0.06484,0.87595,4.09564,0.27649,0.09470,3469.46270,4224.00000,0.06444,0.00284,0.00371,10.14286,0.06481,0.87500,0.10540,0.16832,0.03498,0.05000,7,19,160
SEEV_VALUE_SAFETY_WEIGHT|up,20260707,8.98772,0.23077,0.06327,0.76923,4.66667,3.17347,0.78874,3.24543,0.16331,234.42240,0.13333,0.06461,1.01923,4.00741,0.28965,0.13899,3515.11270,4317.00000,0.06238,0.00278,0.00629,10.41667,0.06742,0.89286,0.10977,0.17697,0.03421,0.05000,13,15,162
SEEV_VALUE_SAFETY_WEIGHT|up,20260708,8.14693,0.27273,0.00000,0.72727,5.00000,3.26020,0.80174,3.16994,0.15587,219.89500,0.04000,0.07503,1.03603,4.04992,0.27820,0.23546,3476.61270,4247.00000,0.06503,0.00188,0.00526,9.63636,0.06620,0.94737,0.10590,0.16553,0.03474,0.05000,11,25,161
SEEV_VALUE_SAFETY_WEIGHT|up,20260709,9.14561,0.50000,0.30606,0.50000,10.80000,6.17626,0.81949,3.05774,0.14152,162.06380,0.00000,0.07104,0.91456,4.09146,0.26098,0.16847,3429.26270,4155.00000,0.06521,0.00193,0.00479,9.50000,0.06514,0.93750,0.09870,0.14946,0.03574,0.05000,10,22,158
SEEV_VALUE_SAFETY_WEIGHT|down,20260705,7.50121,0.26667,0.09490,0.73333,5.00000,3.35510,0.82127,3.19111,0.15798,192.52680,0.22222,0.09479,1.18186,4.22094,0.28403,0.21708,3431.96270,4146.00000,0.05901,0.00193,0.00735,10.28571,0.06707,0.96429,0.10797,0.16739,0.03462,0.05000,15,18,158
SEEV_VALUE_SAFETY_WEIGHT|down,20260706,8.83049,0.28571,0.52500,0.71429,10.00000,6.03520,0.80611,3.18523,0.15341,197.04960,0.00000,0.06484,0.87595,4.09564,0.27649,0.09470,3469.46270,4224.00000,0.06005,0.00189,0.00371,10.14286,0.06481,0.87500,0.10540,0.16832,0.03498,0.05000,7,19,158
SEEV_VALUE_SAFETY_WEIGHT|down,20260707,8.98772,0.23077,0.06327,0.76923,4.66667,3.17347,0.78874,3.24543,0.16331,234.42240,0.13333,0.06461,1.01923,4.00741,0.28965,0.13899,3515.11270,4317.00000,0.05773,0.00116,0.00629,10.41667,0.06742,0.89286,0.10977,0.17697,0.03421,0.05000,13,15,159
SEEV_VALUE_SAFETY_WEIGHT|down,20260708,8.14693,0.27273,0.00000,0.72727,5.00000,3.26020,0.80174,3.16994,0.15587,219.89500,0.04000,0.07503,1.03603,4.04992,0.27820,0.23546,3476.61270,4247.00000,0.06036,0.00094,0.00526,9.63636,0.06620,0.94737,0.10590,0.16553,0.03474,0.05000,11,25,160
SEEV_VALUE_SAFETY_WEIGHT|down,20260709,9.14561,0.50000,0.30606,0.50000,10.80000,6.17626,0.81949,3.05774,0.14152,162.06380,0.00000,0.07104,0.91456,4.09146,0.26098,0.16847,3429.26270,4155.00000,0.06069,0.00024,0.00479,9.50000,0.06514,0.93750,0.09870,0.14946,0.03574,0.05000,10,22,156
SEEV_VALUE_PROGRESS_WEIGHT|up,20260705,7.50121,0.26667,0.09490,0.73333,5.00000,3.35510,0.82127,3.19111,0.15798,192.52680,0.22222,0.09479,1.18186,4.22094,0.28403,0.21708,3431.96270,4146.00000,0.06710,0.00289,0.00735,10.28571,0.06707,0.96429,0.10797,0.16739,0.03462,0.05000,15,18,157
SEEV_VALUE_PROGRESS_WEIGHT|up,20260706,8.83049,0.28571,0.52500,0.71429,10.00000,6.03520,0.80611,3.18523,0.15341,197.04960,0.00000,0.06484,0.87595,4.09564,0.27649,0.09470,3469.46270,4224.00000,0.06820,0.00237,0.00371,10.14286,0.06481,0.87500,0.10540,0.16832,0.03498,0.05000,7,19,159
SEEV_VALUE_PROGRESS_WEIGHT|up,20260707,8.98772,0.23077,0.06327,0.76923,4.66667,3.17347,0.78874,3.24543,0.16331,234.42240,0.13333,0.06461,1.01923,4.00741,0.28965,0.13899,3515.11270,4317.00000,0.06575,0.00185,0.00629,10.41667,0.06742,0.89286,0.10977,0.17697,0.03421,0.05000,13,15,162
SEEV_VALUE_PROGRESS_WEIGHT|up,20260708,8.14693,0.27273,0.00000,0.72727,5.00000,3.26020,0.80174,3.16994,0.15587,219.89500,0.04000,0.07503,1.03603,4.04992,0.27820,0.23546,3476.61270,4247.00000,0.06849,0.00188,0.00526,9.63636,0.06620,0.94737,0.10590,0.16553,0.03474,0.05000,11,25,161
SEEV_VALUE_PROGRESS_WEIGHT|up,20260709,9.14561,0.50000,0.30606,0.50000,10.80000,6.17626,0.81949,3.05774,0.14152,162.06380,0.00000,0.07104,0.91456,4.09146,0.26098,0.16847,3429.26270,4155.00000,0.06894,0.00072,0.00479,9.50000,0.06514,0.93750,0.09870,0.14946,0.03574,0.05000,10,22,159
SEEV_VALUE_PROGRESS_WEIGHT|down,20260705,7.50121,0.26667,0.09490,0.73333,5.00000,3.35510,0.82127,3.19111,0.15798,192.52680,0.22222,0.09479,1.18186,4.22094,0.28403,0.21708,3431.96270,4146.00000,0.05550,0.00289,0.00735,10.28571,0.06707,0.96429,0.10797,0.16739,0.03462,0.05000,15,18,159
SEEV_VALUE_PROGRESS_WEIGHT|down,20260706,8.83049,0.28571,0.52500,0.71429,10.00000,6.03520,0.80611,3.18523,0.15341,197.04960,0.00000,0.06484,0.87595,4.09564,0.27649,0.09470,3469.46270,4224.00000,0.05629,0.00213,0.00371,10.14286,0.06481,0.87500,0.10540,0.16832,0.03498,0.05000,7,19,161
SEEV_VALUE_PROGRESS_WEIGHT|down,20260707,8.98772,0.23077,0.06327,0.76923,4.66667,3.17347,0.78874,3.24543,0.16331,234.42240,0.13333,0.06461,1.01923,4.00741,0.28965,0.13899,3515.11270,4317.00000,0.05436,0.00162,0.00629,10.41667,0.06742,0.89286,0.10977,0.17697,0.03421,0.05000,13,15,163
SEEV_VALUE_PROGRESS_WEIGHT|down,20260708,8.14693,0.27273,0.00000,0.72727,5.00000,3.26020,0.80174,3.16994,0.15587,219.89500,0.04000,0.07503,1.03603,4.04992,0.27820,0.23546,3476.61270,4247.00000,0.05689,0.00165,0.00526,9.63636,0.06620,0.94737,0.10590,0.16553,0.03474,0.05000,11,25,161
SEEV_VALUE_PROGRESS_WEIGHT|down,20260709,9.14561,0.50000,0.30606,0.50000,10.80000,6.17626,0.81949,3.05774,0.14152,162.06380,0.00000,0.07104,0.91456,4.09146,0.26098,0.16847,3429.26270,4155.00000,0.05696,0.00048,0.00479,9.50000,0.06514,0.93750,0.09870,0.14946,0.03574,0.05000,10,22,158
SEEV_EXPECTANCY_RISK_WEIGHT|up,20260705,7.50121,0.26667,0.09490,0.73333,5.00000,3.35510,0.82127,3.19111,0.15798,192.52680,0.22222,0.09479,1.18186,4.22094,0.28403,0.21708,3431.96270,4146.00000,0.06367,0.00338,0.00735,10.28571,0.06707,0.96429,0.10797,0.16739,0.03462,0.05000,15,18,160
SEEV_EXPECTANCY_RISK_WEIGHT|up,20260706,8.83049,0.28571,0.52500,0.71429,10.00000,6.03520,0.80611,3.18523,0.15341,197.04960,0.00000,0.06484,0.87595,4.09564,0.27649,0.09470,3469.46270,4224.00000,0.06452,0.00237,0.00371,10.14286,0.06481,0.87500,0.10540,0.16832,0.03498,0.05000,7,19,161
SEEV_EXPECTANCY_RISK_WEIGHT|up,20260707,8.98772,0.23077,0.06327,0.76923,4.66667,3.17347,0.78874,3.24543,0.16331,234.42240,0.13333,0.06461,1.01923,4.00741,0.28965,0.13899,3515.11270,4317.00000,0.06242,0.00255,0.00629,10.41667,0.06742,0.89286,0.10977,0.17697,0.03421,0.05000,13,15,165
SEEV_EXPECTANCY_RISK_WEIGHT|up,20260708,8.14693,0.27273,0.00000,0.72727,5.00000,3.26020,0.80174,3.16994,0.15587,219.89500,0.04000,0.07503,1.03603,4.04992,0.27820,0.23546,3476.61270,4247.00000,0.06508,0.00188,0.00526,9.63636,0.06620,0.94737,0.10590,0.16553,0.03474,0.05000,11,25,162
SEEV_EXPECTANCY_RISK_WEIGHT|up,20260709,9.14561,0.50000,0.30606,0.50000,10.80000,6.17626,0.81949,3.05774,0.14152,162.06380,0.00000,0.07104,0.91456,4.09146,0.26098,0.16847,3429.26270,4155.00000,0.06530,0.00193,0.00479,9.50000,0.06514,0.93750,0.09870,0.14946,0.03574,0.05000,10,22,160
SEEV_EXPECTANCY_RISK_WEIGHT|down,20260705,7.50121,0.26667,0.09490,0.73333,5.00000,3.35510,0.82127,3.19111,0.15798,192.52680,0.22222,0.09479,1.18186,4.22094,0.28403,0.21708,3431.96270,4146.00000,0.05893,0.00217,0.00735,10.28571,0.06707,0.96429,0.10797,0.16739,0.03462,0.05000,15,18,160
SEEV_EXPECTANCY_RISK_WEIGHT|down,20260706,8.83049,0.28571,0.52500,0.71429,10.00000,6.03520,0.80611,3.18523,0.15341,197.04960,0.00000,0.06484,0.87595,4.09564,0.27649,0.09470,3469.46270,4224.00000,0.05997,0.00189,0.00371,10.14286,0.06481,0.87500,0.10540,0.16832,0.03498,0.05000,7,19,161
SEEV_EXPECTANCY_RISK_WEIGHT|down,20260707,8.98772,0.23077,0.06327,0.76923,4.66667,3.17347,0.78874,3.24543,0.16331,234.42240,0.13333,0.06461,1.01923,4.00741,0.28965,0.13899,3515.11270,4317.00000,0.05769,0.00116,0.00629,10.41667,0.06742,0.89286,0.10977,0.17697,0.03421,0.05000,13,15,163
SEEV_EXPECTANCY_RISK_WEIGHT|down,20260708,8.14693,0.27273,0.00000,0.72727,5.00000,3.26020,0.80174,3.16994,0.15587,219.89500,0.04000,0.07503,1.03603,4.04992,0.27820,0.23546,3476.61270,4247.00000,0.06030,0.00094,0.00526,9.63636,0.06620,0.94737,0.10590,0.16553,0.03474,0.05000,11,25,161
SEEV_EXPECTANCY_RISK_WEIGHT|down,20260709,9.14561,0.50000,0.30606,0.50000,10.80000,6.17626,0.81949,3.05774,0.14152,162.06380,0.00000,0.07104,0.91456,4.09146,0.26098,0.16847,3429.26270,4155.00000,0.06060,0.00024,0.00479,9.50000,0.06514,0.93750,0.09870,0.14946,0.03574,0.05000,10,22,159
LOOMING_BOOST_PEAK|up,20260705,7.50121,0.26667,0.09490,0.73333,5.00000,3.35510,0.82127,3.19111,0.15798,192.52680,0.22222,0.09479,1.18186,4.22094,0.28403,0.21708,3431.96270,4146.00000,0.06150,0.00314,0.00879,12.15385,0.06843,0.96429,0.10797,0.16739,0.03462,0.05000,15,18,161
LOOMING_BOOST_PEAK|up,20260706,8.83049,0.28571,0.52500,0.71429,10.00000,6.03520,0.80611,3.18527,0.15341,197.04960,0.00000,0.06484,0.87595,4.09564,0.27664,0.09470,3469.46270,4224.00000,0.06238,0.00213,0.00453,11.28571,0.06560,1.00000,0.10540,0.16832,0.03498,0.05000,7,19,161
LOOMING_BOOST_PEAK|up,20260707,8.98772,0.23077,0.06327,0.76923,4.66667,3.17347,0.78874,3.24540,0.16331,234.42240,0.13333,0.06461,1.01923,4.00741,0.28980,0.13899,3515.11270,4317.00000,0.06024,0.00185,0.00773,11.58333,0.06872,1.00000,0.10977,0.17697,0.03420,0.05000,13,15,165
LOOMING_BOOST_PEAK|up,20260708,8.14693,0.27273,0.00000,0.72727,5.00000,3.26020,0.80174,3.16987,0.15587,219.89500,0.04000,0.07503,1.03603,4.04992,0.27827,0.23546,3476.61270,4247.00000,0.06279,0.00165,0.00637,10.72727,0.06726,1.00000,0.10590,0.16553,0.03474,0.05000,11,25,164
LOOMING_BOOST_PEAK|up,20260709,8.15308,0.50000,0.60670,0.50000,6.66667,4.61690,0.80937,3.05786,0.13905,201.79340,0.03125,0.11043,0.92703,4.18350,0.26817,0.21393,3454.96270,4207.00000,0.06515,0.00119,0.00356,10.66667,0.06487,1.00000,0.09941,0.14856,0.03532,0.05000,6,32,163
LOOMING_BOOST_PEAK|down,20260705,7.50121,0.26667,0.09490,0.73333,5.00000,3.35510,0.82127,3.19109,0.15798,192.52680,0.22222,0.09479,1.18186,4.22094,0.28396,0.21708,3431.96270,4146.00000,0.06115,0.00289,0.00585,9.21429,0.06563,0.92857,0.10797,0.16739,0.03462,0.05000,15,18,162
LOOMING_BOOST_PEAK|down,20260706,8.85060,0.41667,0.42000,0.58333,7.40000,4.76020,0.80363,3.17267,0.15365,204.40310,0.00000,0.08105,0.92046,4.15388,0.28093,0.07080,3477.66270,4237.00000,0.06294,0.00283,0.00436,8.81818,0.06530,0.85714,0.10631,0.16781,0.03477,0.05000,12,21,162
LOOMING_BOOST_PEAK|down,20260707,8.98772,0.21429,0.06327,0.78571,4.66667,3.17347,0.78874,3.24505,0.16331,234.42240,0.13333,0.06461,1.01923,4.00741,0.28965,0.13899,3515.11270,4317.00000,0.05998,0.00162,0.00505,9.41667,0.06626,0.85714,0.10976,0.17697,0.03421,0.05000,14,15,163
LOOMING_BOOST_PEAK|down,20260708,8.14693,0.27273,0.00000,0.72727,5.00000,3.26020,0.80174,3.16983,0.15587,219.89500,0.04000,0.07503,1.03603,4.04992,0.27813,0.23546,3476.61270,4247.00000,0.06255,0.00141,0.00416,8.54545,0.06516,0.84211,0.10590,0.16553,0.03474,0.05000,11,25,160
LOOMING_BOOST_PEAK|down,20260709,9.14561,0.44444,0.31012,0.55556,13.25000,7.28283,0.81949,3.05762,0.14152,162.06380,0.00000,0.07104,0.91456,4.09146,0.26090,0.16847,3429.26270,4155.00000,0.06285,0.00072,0.00378,8.40000,0.06418,0.81250,0.09870,0.14946,0.03574,0.05000,9,22,159
LOOMING_BOOST_DECAY|up,20260705,7.50121,0.26667,0.09490,0.73333,5.00000,3.35510,0.82127,3.19111,0.15798,192.52680,0.22222,0.09479,1.18186,4.22094,0.28403,0.21708,3431.96270,4146.00000,0.06203,0.00289,0.02875,55.72727,0.08714,0.96429,0.10797,0.16739,0.03462,0.05000,15,18,162
LOOMING_BOOST_DECAY|up,20260706,8.83049,0.28571,0.52500,0.71429,10.00000,6.03520,0.80611,3.18523,0.15341,197.04960,0.00000,0.06484,0.87595,4.09564,0.27649,0.09470,3469.46270,4224.00000,0.06259,0.00213,0.01532,55.00000,0.07562,0.87500,0.10540,0.16832,0.03498,0.05000,7,19,161
LOOMING_BOOST_DECAY|up,20260707,8.98772,0.23077,0.06327,0.76923,4.66667,3.17347,0.78874,3.24543,0.16331,234.42240,0.13333,0.06461,1.01923,4.00741,0.28965,0.13899,3515.11270,4317.00000,0.06060,0.00162,0.02505,56.70000,0.08511,0.89286,0.10977,0.17697,0.03421,0.05000,13,15,165
LOOMING_BOOST_DECAY|up,20260708,8.14693,0.27273,0.00000,0.72727,5.00000,3.26020,0.80174,3.16994,0.15587,219.89500,0.04000,0.07503,1.03603,4.04992,0.27820,0.23546,3476.61270,4247.00000,0.06329,0.00165,0.02251,55.77778,0.08247,0.94737,0.10590,0.16553,0.03474,0.05000,11,25,164
LOOMING_BOOST_DECAY|up,20260709,9.14561,0.50000,0.30606,0.50000,10.80000,6.17626,0.81949,3.05774,0.14152,162.06380,0.00000,0.07104,0.91456,4.09146,0.26098,0.16847,3429.26270,4155.00000,0.06353,0.00072,0.02164,53.33333,0.08091,0.93750,0.09870,0.14946,0.03574,0.05000,10,22,161
LOOMING_BOOST_DECAY|down,20260705,7.50121,0.26667,0.09490,0.73333,5.00000,3.35510,0.82127,3.19111,0.15798,192.52680,0.22222,0.09479,1.18186,4.22094,0.28403,0.21708,3431.96270,4146.00000,0.06120,0.00289,0.00461,5.80000,0.06448,0.96429,0.10797,0.16739,0.03462,0.05000,15,18,163
LOOMING_BOOST_DECAY|down,20260706,8.83049,0.28571,0.52500,0.71429,10.00000,6.03520,0.80611,3.18523,0.15341,197.04960,0.00000,0.06484,0.87595,4.09564,0.27649,0.09470,3469.46270,4224.00000,0.06219,0.00213,0.00233,6.14286,0.06355,0.87500,0.10540,0.16832,0.03498,0.05000,7,19,165
LOOMING_BOOST_DECAY|down,20260707,8.98772,0.23077,0.06327,0.76923,4.66667,3.17347,0.78874,3.24543,0.16331,234.42240,0.13333,0.06461,1.01923,4.00741,0.28965,0.13899,3515.11270,4317.00000,0.05998,0.00162,0.00400,6.41667,0.06530,0.89286,0.10977,0.17697,0.03421,0.05000,13,15,166
LOOMING_BOOST_DECAY|down,20260708,8.14693,0.27273,0.00000,0.72727,5.00000,3.26020,0.80174,3.16994,0.15587,219.89500,0.04000,0.07503,1.03603,4.04992,0.27820,0.23546,3476.61270,4247.00000,0.06262,0.00165,0.00318,5.63636,0.06428,0.94737,0.10590,0.16553,0.03474,0.05000,11,25,165
LOOMING_BOOST_DECAY|down,20260709,9.14561,0.50000,0.30606,0.50000,10.80000,6.17626,0.81949,3.05774,0.14152,162.06380,0.00000,0.07104,0.91456,4.09146,0.26098,0.16847,3429.26270,4155.00000,0.06288,0.00072,0.00284,5.50000,0.06333,0.93750,0.09870,0.14946,0.03574,0.05000,10,22,162
VEHICLE_APPROACH_SALIENCE_GATE_SIDEWALK|up,20260705,7.50121,0.26667,0.09490,0.73333,5.00000,3.35510,0.82127,3.19109,0.15798,192.52680,0.22222,0.09479,1.18186,4.22094,0.28396,0.21708,3431.96270,4146.00000,0.06127,0.00289,0.00727,10.21429,0.06701,0.92857,0.10797,0.16739,0.03462,0.05000,15,18,165
VEHICLE_APPROACH_SALIENCE_GATE_SIDEWALK|up,20260706,8.89781,0.41667,0.42000,0.58333,7.20000,4.67020,0.80363,3.17154,0.15365,204.90310,0.00000,0.08105,0.92046,4.15388,0.28084,0.07080,3478.01270,4237.00000,0.06303,0.00283,0.00539,9.81818,0.06628,0.80952,0.10632,0.16781,0.03477,0.05000,12,21,165
VEHICLE_APPROACH_SALIENCE_GATE_SIDEWALK|up,20260707,8.98772,0.20000,0.06327,0.80000,4.66667,3.17347,0.78874,3.24492,0.16331,234.42240,0.13333,0.06461,1.01923,4.00741,0.28965,0.13899,3515.11270,4317.00000,0.06001,0.00162,0.00626,10.41667,0.06742,0.82143,0.10976,0.17697,0.03421,0.05000,15,15,166
VEHICLE_APPROACH_SALIENCE_GATE_SIDEWALK|up,20260708,8.14693,0.27273,0.00000,0.72727,5.00000,3.26020,0.80174,3.16980,0.15587,219.89500,0.04000,0.07503,1.03603,4.04992,0.27813,0.23546,3476.61270,4247.00000,0.06263,0.00165,0.00514,9.54545,0.06614,0.78947,0.10590,0.16553,0.03474,0.05000,11,25,164
VEHICLE_APPROACH_SALIENCE_GATE_SIDEWALK|up,20260709,9.14561,0.44444,0.31012,0.55556,13.25000,7.28283,0.81949,3.05762,0.14152,162.06380,0.00000,0.07104,0.91456,4.09146,0.26090,0.16847,3429.26270,4155.00000,0.06291,0.00072,0.00469,9.40000,0.06507,0.81250,0.09870,0.14946,0.03574,0.05000,9,22,161
VEHICLE_APPROACH_SALIENCE_GATE_SIDEWALK|down,20260705,8.08470,0.37500,0.37058,0.62500,5.00000,5.40578,0.81930,3.13102,0.14774,184.18580,0.12500,0.12194,0.89028,4.11453,0.27372,0.16843,3434.21270,4156.00000,0.06186,0.00168,0.00848,10.86667,0.06791,1.00000,0.10279,0.15833,0.03544,0.05000,16,16,125
VEHICLE_APPROACH_SALIENCE_GATE_SIDEWALK|down,20260706,8.83049,0.28571,0.52500,0.71429,10.00000,6.03520,0.80611,3.18527,0.15341,197.04960,0.00000,0.06484,0.87595,4.09564,0.27664,0.09470,3469.46270,4224.00000,0.06229,0.00213,0.00381,10.28571,0.06488,1.00000,0.10540,0.16832,0.03498,0.05000,7,19,122
VEHICLE_APPROACH_SALIENCE_GATE_SIDEWALK|down,20260707,8.98772,0.23077,0.06327,0.76923,4.66667,3.17347,0.78874,3.24540,0.16331,234.42240,0.13333,0.06461,1.01923,4.00741,0.28980,0.13899,3515.11270,4317.00000,0.06012,0.00162,0.00647,10.58333,0.06755,1.00000,0.10977,0.17697,0.03420,0.05000,13,15,123
VEHICLE_APPROACH_SALIENCE_GATE_SIDEWALK|down,20260708,8.14693,0.27273,0.00000,0.72727,5.00000,3.26020,0.80174,3.16987,0.15587,219.89500,0.04000,0.07503,1.03603,4.04992,0.27827,0.23546,3476.61270,4247.00000,0.06272,0.00165,0.00534,9.72727,0.06627,1.00000,0.10590,0.16553,0.03474,0.05000,11,25,121
VEHICLE_APPROACH_SALIENCE_GATE_SIDEWALK|down,20260709,8.15308,0.50000,0.60670,0.50000,6.66667,4.61690,0.80937,3.05786,0.13905,201.79340,0.03125,0.11043,0.92703,4.18350,0.26817,0.21393,3454.96270,4207.00000,0.06509,0.00095,0.00299,9.66667,0.06432,1.00000,0.09941,0.14856,0.03532,0.05000,6,32,120
